Date(UTC),eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_blocks,eth_blocksize,eth_blocktime
12/22/2016,7.64,55173,921440,87178483.31,666.0436125,6219.3619,5956,1762,14.42
12/23/2016,7.16,44391,925590,87209600.66,624.4207407,5797.7449,5954,1522,14.43
12/24/2016,7.23,37757,927358,87240927.53,630.7519061,5435.8074,6006,1361,14.33
12/25/2016,7.19,36601,928670,87272935.97,627.4924096,5672.4506,6127,1317,14.07
12/26/2016,7.21,34565,930087,87304580.66,629.4660265,5906.7133,6066,1294,14.18
12/27/2016,7.15,42370,931796,87335807.22,624.4510216,5725.5243,5998,1558,14.38
12/28/2016,7.57,43386,933815,87367378.63,661.3710562,5703.598,6056,1531,14.19
12/29/2016,8.21,46546,936427,87399197.38,717.5474104,5621.4968,6082,1678,14.12
12/30/2016,8.16,44561,938850,87430878.94,713.4359721,5670.0348,6063,1623,14.17
12/31/2016,8.05,41220,941811,87462107.06,704.0699619,5739.8584,5993,1544,14.34
1/1/2017,8.14,38730,943417,87493855.34,712.1999825,5746.3882,6111,1390,14.09
1/2/2017,8.33,39652,945665,87525386.13,729.0864664,5772.7032,6058,1458,14.21
1/3/2017,9.59,45883,948326,87556909.41,839.6707612,5701.1528,6035,1627,14.28
1/4/2017,10.88,50673,951853,87589008.94,952.9684172,6330.766,6141,1717,13.99
1/5/2017,10.2,49596,955172,87620825.97,893.7324249,6451.8286,6091,1676,14.1
1/6/2017,10.07,43804,958484,87652185.5,882.657508,6519.8016,6009,1593,14.32
1/7/2017,9.78,43622,961114,87684080.5,857.5503073,6730.0143,6108,1570,14.09
1/8/2017,10.27,42727,963314,87715764.88,900.8409053,6777.3147,6074,1557,14.13
1/9/2017,10.2,46188,965736,87747515.19,895.0246549,7001.3724,6082,1595,14.16
1/10/2017,10.55,48179,968054,87778864.56,926.0670211,6997.2239,6030,1686,14.27
1/11/2017,9.83,45221,970329,87810387.53,863.1761094,7054.4628,6047,1591,14.24
1/12/2017,9.81,50589,973959,87841944.25,861.7294731,7142.7291,6056,1697,14.21
1/13/2017,9.78,50833,977582,87873674.56,859.4045372,7277.2919,6106,1729,14.1
1/14/2017,9.78,42044,981025,87905152.69,859.7123933,7334.4015,6067,1499,14.18
1/15/2017,9.88,41748,983455,87936854.72,868.8161246,7443.4979,6085,1498,14.14
1/16/2017,9.59,45375,985864,87968395.03,843.6169084,7416.8136,6052,1575,14.22
1/17/2017,10.14,46671,988571,87999691.13,892.316868,7325.2279,6002,1642,14.36
1/18/2017,10.19,44994,991171,88031299.09,897.0389378,7318.3297,6065,1583,14.18
1/19/2017,10.43,43628,993689,88063420.19,918.5014726,7751.0819,6158,1552,14
1/20/2017,10.6,45775,996812,88094541.28,933.8021376,7527.1882,5963,1609,14.41
1/21/2017,10.91,43302,999192,88126065.03,961.4553695,7733.7168,6046,1504,14.27
1/22/2017,10.71,47432,1001830,88157642.84,944.1683549,7754.1077,6065,1616,14.18
1/23/2017,10.78,46076,1004532,88189141.28,950.678943,7918.1929,6048,1612,14.22
1/24/2017,10.51,50414,1006944,88220561.75,927.198104,7831.2888,6037,1754,14.23
1/25/2017,10.51,46256,1009369,88251985.34,927.528366,7811.0208,6010,1644,14.31
1/26/2017,10.65,46856,1012519,88283770.03,940.2221508,7995.4413,6081,1673,14.14
1/27/2017,10.51,46680,1014907,88314884.88,928.18944,7965.2252,5985,1658,14.36
1/28/2017,10.54,45189,1017588,88346412.84,931.1711914,7948.4087,6063,1628,14.21
1/29/2017,10.47,42509,1019716,88377545.97,925.3129063,7806.189,5960,1523,14.43
1/30/2017,10.62,45369,1022347,88409461.28,938.9084788,8008.7446,6094,1579,14.1
1/31/2017,10.71,43649,1024108,88440875.19,947.2017733,8035.4474,6018,1539,14.29
2/1/2017,10.71,44541,1026094,88472207.38,947.537341,7882.049,6009,1607,14.32
2/2/2017,10.78,43709,1028070,88503622.22,954.0690475,8117.6108,6047,1578,14.2
2/3/2017,10.95,42778,1029880,88534895.5,969.4571057,7901.9704,5990,1568,14.38
2/4/2017,11.32,45410,1032097,88566656.28,1002.574549,8085.6263,6078,1560,14.12
2/5/2017,11.22,46542,1033882,88598257.84,994.072453,8480.8345,6077,1614,14.16
2/6/2017,11.32,47306,1035599,88629881.44,1003.290258,8517.039,6050,1606,14.21
2/7/2017,11.45,51866,1037811,88661372.84,1015.172719,8437.3906,5998,1827,14.34
2/8/2017,11.39,51089,1040358,88693080.81,1010.21419,8613.5409,6067,1764,14.18
2/9/2017,10.94,47873,1042268,88724508,970.6461175,8630.2683,6029,1630,14.25
2/10/2017,11.34,52222,1044332,88756004.41,1006.49309,8851.2981,6040,1735,14.23
2/11/2017,11.43,46560,1046267,88787594.25,1014.842202,8899.597,6038,1594,14.22
2/12/2017,11.42,45319,1048901,88819163.94,1014.314852,9024.3553,6059,1571,14.21
2/13/2017,11.39,55990,1051104,88850898,1012.011728,9091.8695,6070,1823,14.19
2/14/2017,13,58298,1053923,88882368.94,1155.470796,9220.0798,6023,1914,14.29
2/15/2017,12.97,55320,1056702,88914090.34,1153.215752,9298.392,6089,1818,14.14
2/16/2017,12.95,49674,1058825,88945630.19,1151.845911,9286.9502,6052,1661,14.22
2/17/2017,12.72,49406,1060926,88976958,1131.786906,9441.935,6012,1661,14.33
2/18/2017,12.83,49398,1063883,89008169.72,1141.974817,9563.2843,5999,1773,14.34
2/19/2017,12.82,48227,1065920,89039436.91,1141.485581,9739.2103,6019,1635,14.31
2/20/2017,12.52,50152,1068400,89070824.72,1115.166725,9701.1651,6015,1696,14.31
2/21/2017,12.77,58434,1071424,89102241.59,1137.835625,10010.5654,6052,1989,14.2
2/22/2017,12.69,50372,1073757,89133228.94,1131.100675,9878.51,5968,1790,14.43
2/23/2017,13.13,47601,1076071,89164458.47,1170.72934,9956.9834,6019,1667,14.29
2/24/2017,13.11,54081,1078758,89195722.06,1169.355916,9921.6984,6011,1778,14.34
2/25/2017,13.57,53245,1081093,89227275.97,1210.814135,10123.88,6039,1761,14.28
2/26/2017,14.59,51716,1083604,89259096.13,1302.290212,10602.6615,6089,1713,14.12
2/27/2017,15.55,52642,1086792,89290342.53,1388.464826,10625.274,5988,1819,14.37
2/28/2017,16.07,60277,1091303,89322198.63,1435.407732,11119.9788,6107,1935,14.08
3/1/2017,17.55,59774,1098329,89353343.47,1568.151178,10718.1257,5958,2235,14.45
3/2/2017,19.08,70779,1104821,89384974.41,1705.465312,10915.3639,6061,2209,14.2
3/3/2017,19.48,64294,1111646,89416273.31,1741.829004,11419.5855,6006,2084,14.31
3/4/2017,18.61,58756,1115958,89447445.97,1664.616969,11171.4309,5985,1860,14.37
3/5/2017,19.22,57031,1120047,89479007.84,1719.786531,11701.7413,6073,1821,14.18
3/6/2017,19.75,57020,1124705,89510160.97,1767.825679,11736.4413,5977,1808,14.41
3/7/2017,18.91,62589,1128534,89541229.72,1693.224654,11651.4652,5978,1963,14.43
3/8/2017,16.54,55386,1132810,89572555.66,1481.530071,12138.6545,6016,1800,14.29
3/9/2017,17.71,64266,1139420,89603365.19,1586.875597,12105.6647,5928,2403,14.54
3/10/2017,19.13,65132,1145555,89634392.22,1714.705923,12144.0613,5953,2190,14.43
3/11/2017,21.45,64803,1151496,89665627.69,1923.327714,12381.3095,6002,2014,14.35
3/12/2017,23.31,66646,1158864,89696477.22,2090.824884,12404.6584,5919,2043,14.53
3/13/2017,28.45,81718,1170758,89728090.97,2552.764188,12817.8346,6040,2452,14.25
3/14/2017,28.58,77155,1180408,89759305.81,2565.32096,12624.5995,5961,2433,14.43
3/15/2017,35.18,81205,1190919,89790683.47,3158.836244,13008.71,5986,2456,14.37
3/16/2017,45.51,109950,1208579,89822111.44,4087.804292,13093.3706,5990,3071,14.37
3/17/2017,44.48,106635,1224321,89853953.31,3996.703843,13708.6332,6046,2880,14.22
3/18/2017,34,89920,1236276,89885435.66,3056.104812,13956.1955,5991,2513,14.36
3/19/2017,43.12,84599,1244923,89916430.19,3877.19647,13381.2912,5950,2396,14.48
3/20/2017,42.51,80264,1254137,89948100.5,3823.693752,14240.8505,6066,2316,14.15
3/21/2017,42.67,84298,1264243,89979116.91,3839.408918,14004.9233,5957,2507,14.46
3/22/2017,41.65,78821,1272509,90010489.25,3748.936877,14303.7526,6008,2368,14.31
3/23/2017,43.2,82434,1280501,90041470.19,3889.791512,14696.6462,5914,2513,14.55
3/24/2017,53.19,87775,1291931,90072311.13,4790.946229,14717.153,5913,2557,14.54
3/25/2017,50.62,84394,1301464,90103373.94,4561.032789,14850.0107,5962,2428,14.44
3/26/2017,50.63,79534,1308803,90134549.41,4563.512236,15592.211,5981,2375,14.37
3/27/2017,49.06,94570,1320623,90165551.59,4423.521961,16234.1177,5951,2896,14.45
3/28/2017,50.25,84348,1329617,90196107.06,4532.35438,15956.633,5900,2543,14.61
3/29/2017,53.07,93064,1338529,90227375.34,4788.366809,16444.6814,5988,2744,14.36
3/30/2017,51.91,96209,1352837,90258195.19,4685.302912,16508.1931,5910,2853,14.57
3/31/2017,49.91,103102,1367188,90289403.47,4506.344127,16923.4135,5971,2949,14.39
4/1/2017,50.6,80572,1374894,90320254.41,4570.204873,16684.6609,5926,2403,14.51
4/2/2017,48.55,88948,1385185,90350695.19,4386.526251,16718.5386,5846,2669,14.7
4/3/2017,44.13,100221,1398126,90381881.44,3988.552428,15983.0117,5979,2788,14.4
4/4/2017,44.43,86279,1408346,90412936.75,4017.04678,16872.131,5932,2518,14.49
4/5/2017,44.9,87411,1418641,90444172.06,4060.943326,17294.066,5986,2558,14.41
4/6/2017,43.23,95177,1432417,90474896.44,3911.229773,17238.063,5880,2799,14.65
4/7/2017,42.31,92846,1440597,90505970.97,3829.307632,17541.6491,5946,2776,14.47
4/8/2017,44.37,72144,1447313,90536886.59,4017.121658,17605.5606,5936,2249,14.52
4/9/2017,43.72,74557,1453300,90567128.63,3959.594863,17278.0448,5797,2358,14.9
4/10/2017,43.74,75487,1460327,90597165.81,3962.720033,17285.4863,5758,2460,14.97
4/11/2017,43.74,75891,1466464,90627616.28,3964.051936,17900.816,5849,2377,14.76
4/12/2017,46.38,80347,1476683,90657833.31,4204.710309,17672.1498,5779,2697,14.98
4/13/2017,49.97,84124,1485120,90688173.16,4531.688013,17325.6847,5798,2589,14.88
4/14/2017,47.32,81155,1492214,90719162.84,4292.830786,18877.3819,5908,2451,14.62
4/15/2017,48.89,74820,1498803,90749160.97,4436.72648,18356.8933,5721,2348,15.08
4/16/2017,48.22,70634,1503386,90779668.16,4377.395598,18623.6556,5820,2220,14.85
4/17/2017,47.94,72546,1509763,90810315.66,4353.446533,18986.8175,5861,2309,14.73
4/18/2017,49.88,83303,1518090,90840832.38,4531.140719,19532.6738,5861,2603,14.67
4/19/2017,47.88,85734,1526805,90870444.56,4350.876886,19426.3047,5718,2664,15.06
4/20/2017,49.36,85450,1536829,90900866.75,4486.866783,19598.4726,5859,2581,14.67
4/21/2017,48.27,81278,1548026,90931344.09,4389.255979,20064.6867,5878,2691,14.67
4/22/2017,48.41,73539,1555797,90961334.41,4403.438199,20304.9606,5792,2429,14.87
4/23/2017,48.75,77073,1562427,90991825.66,4435.851501,20695.5064,5864,2393,14.67
4/24/2017,49.94,80531,1572073,91021611.13,4545.61926,19854.8535,5721,2553,15.06
4/25/2017,50.09,93033,1580035,91052368.94,4560.81316,20759.4397,5897,2803,14.57
4/26/2017,53.28,89642,1596565,91081701.13,4852.833036,20518.0576,5637,2724,15.27
4/27/2017,63.14,104494,1612349,91111031.13,5752.750505,20819.5764,5642,3095,15.25
4/28/2017,72.42,106193,1624667,91140713.16,6600.410447,22094.2863,5697,3178,15.12
4/29/2017,69.83,91335,1635440,91169930.81,6366.396269,22674.7072,5626,2793,15.29
4/30/2017,79.83,95202,1647543,91199299.41,7280.440072,22071.893,5648,3064,15.25
5/1/2017,77.53,112202,1663543,91228656.91,7072.95777,22307.6652,5624,3544,15.32
5/2/2017,77.25,110354,1678680,91258093.31,7049.687708,22218.5493,5619,3461,15.29
5/3/2017,80.37,97334,1690254,91287645.97,7336.788107,22633.4701,5649,3028,15.21
5/4/2017,94.55,114877,1708629,91317072.53,8634.029208,22403.1399,5649,3351,15.25
5/5/2017,90.79,108514,1724130,91346771.44,8293.373379,23427.2382,5675,3171,15.15
5/6/2017,94.82,95014,1739516,91376474.88,8664.317348,23416.8712,5678,2934,15.14
5/7/2017,90.46,106631,1758488,91406355.03,8268.618876,23766.8199,5718,3322,15.07
5/8/2017,88.39,117509,1777158,91435780.97,8082.00868,23598.8389,5640,3409,15.24
5/9/2017,86.27,112933,1797526,91465535.97,7890.731788,24510.4648,5672,3376,15.13
5/10/2017,87.83,109673,1817872,91495150.81,8036.019096,24265.0815,5648,3227,15.19
5/11/2017,88.2,117189,1837631,91524885.34,8072.494887,24906.8722,5702,3352,15.03
5/12/2017,85.15,107241,1853657,91554775.03,7795.889094,25468.5261,5688,3154,15.1
5/13/2017,87.96,101332,1867571,91584028.31,8055.73113,24940.8708,5591,3065,15.39
5/14/2017,88.72,101348,1881351,91612245.81,8127.838448,25763.6063,5402,3140,15.92
5/15/2017,90.32,122792,1899209,91640708.16,8276.988761,26374.7001,5401,3831,15.9
5/16/2017,87.8,116341,1919681,91669426.13,8048.575614,26951.5322,5457,3644,15.67
5/17/2017,86.98,140135,1942480,91697325.03,7975.833331,25673.1355,5325,4305,16.1
5/18/2017,95.88,137409,1964727,91725805.81,8794.670261,26756.3545,5462,4245,15.74
5/19/2017,124.38,161568,1993428,91754187.06,11412.38579,27662.8126,5424,4801,15.83
5/20/2017,123.06,130912,2017264,91782839.09,11294.79618,28704.8846,5489,4179,15.59
5/21/2017,148,149699,2041878,91811493.16,13588.10099,29014.4596,5437,4586,15.77
5/22/2017,160.39,176255,2074888,91840262.38,14730.25968,29819.2767,5468,5328,15.71
5/23/2017,169.5,187121,2119587,91868838.47,15571.76812,28807.8371,5419,6627,15.83
5/24/2017,193.03,187293,2162097,91897482.84,17738.97111,29413.4293,5427,6666,15.77
5/25/2017,177.33,183010,2201139,91926318,16301.29397,29573.7133,5465,5952,15.71
5/26/2017,162.83,169818,2235403,91955285.5,14973.07914,29752.9865,5492,5559,15.57
5/27/2017,156.63,149450,2262189,91984057.22,14407.46288,30399.6414,5439,5127,15.76
5/28/2017,172.86,155271,2288310,92012880.5,15905.34652,30319.4003,5453,5379,15.7
5/29/2017,194.17,158547,2316858,92042417.84,17871.87627,32344.9504,5579,4922,15.32
5/30/2017,228.58,193618,2360680,92072237.22,21045.87198,33952.2769,5581,7069,15.3
5/31/2017,228.64,214126,2406002,92100985.66,21057.96936,33166.6989,5412,6843,15.87
6/1/2017,220.7,199160,2445012,92129055.03,20332.88245,35032.0837,5276,6541,16.22
6/2/2017,222.04,194911,2486438,92155875.66,20462.29063,34748.1009,5087,7542,16.82
6/3/2017,224.3,175666,2521601,92183405.81,20676.73792,35389.9389,5206,6636,16.51
6/4/2017,244.96,180136,2557692,92210634.56,22587.91704,36683.7213,5160,6458,16.61
6/5/2017,247.75,190305,2595526,92238426.91,22852.07027,37220.5713,5249,6439,16.31
6/6/2017,264.26,200523,2638490,92265908.16,24382.18889,37971.5981,5208,7374,16.44
6/7/2017,255.77,207180,2682778,92293678.94,23605.95426,39157.0428,5239,7388,16.39
6/8/2017,259.41,187700,2720240,92321310.19,23949.07108,39515.8111,5209,6932,16.43
6/9/2017,279.11,215831,2760852,92348960.19,25775.51828,39508.5852,5214,7482,16.42
6/10/2017,335.95,213356,2804195,92377118.94,31034.09311,41872.7093,5332,6592,16.02
6/11/2017,339.68,240490,2859713,92405045.66,31388.14591,42335.4349,5246,8658,16.37
6/12/2017,394.66,292941,2919025,92433146.28,36479.66551,41975.3291,5237,9451,16.31
6/13/2017,388.09,280054,2978427,92461422.38,35883.35341,43492.4743,5272,8807,16.21
6/14/2017,343.84,250410,3031828,92489691.13,31801.6554,44267.7112,5293,7942,16.15
6/15/2017,344.68,261617,3084273,92517889.88,31889.06628,46001.9979,5305,8192,16.11
6/16/2017,353.61,248003,3132387,92546260.81,32725.28329,46630.0453,5336,8034,16.03
6/17/2017,368.1,242022,3178828,92574559.88,34076.69549,47877.4934,5279,7958,16.17
6/18/2017,351.53,245957,3231660,92603147.38,32552.7844,49167.6342,5347,7931,15.97
6/19/2017,358.2,286209,3292231,92631780.34,33180.70372,48994.2646,5334,8956,16
6/20/2017,350.53,308488,3354447,92658489.72,32479.5804,49710.0379,4967,9258,17.32
6/21/2017,325.3,221289,3386889,92684640.5,30150.31355,50745.629,4898,6195,17.52
6/22/2017,320.97,284225,3442987,92711173.78,29757.50545,51035.432,4944,8691,17.31
6/23/2017,326.85,276012,3499011,92737276.28,30311.17875,50863.8817,4890,9123,17.53
6/24/2017,304.54,250570,3549828,92763771.28,28250.27891,52432.2312,4939,8935,17.25
6/25/2017,279.36,231135,3593921,92790154.41,25921.85753,53050.104,4926,8979,17.32
6/26/2017,253.68,316788,3646944,92816853.47,23545.77939,54476.8066,4965,9544,17.2
6/27/2017,286.14,252995,3688934,92843435.81,26566.22072,55435.8653,5001,7911,17.06
6/28/2017,315.86,274241,3739249,92870078.47,29333.94299,55902.4878,4961,10005,17.24
6/29/2017,292.9,263791,3787958,92897087.38,27209.55689,57370.5804,5027,9460,16.96
6/30/2017,280.68,252652,3835524,92923943.63,26081.8925,58103.4759,5036,8800,16.98
7/1/2017,261,240465,3871530,92950626.75,24260.11358,59257.8637,5009,8106,17.05
7/2/2017,283.99,248617,3905337,92977339.09,26404.63453,60043.2459,5034,8503,16.97
7/3/2017,276.41,302032,3960081,93004470.34,25707.36565,61066.6592,5052,10143,16.85
7/4/2017,269.05,281465,4010868,93031836.13,25030.21551,62015.5576,5078,10132,16.81
7/5/2017,266,271606,4053898,93058596.44,24753.58665,60558.053,4985,10094,17.16
7/6/2017,265.88,258791,4089182,93085523,24749.57886,62188.5082,5046,8830,16.96
7/7/2017,240.94,295389,4131556,93112810.97,22434.60067,62980.5055,5084,9709,16.78
7/8/2017,245.67,248142,4169731,93139877.38,22881.67367,63970.8599,5087,8884,16.78
7/9/2017,237.72,225189,4199674,93166818.16,22147.61601,64815.0977,5094,6980,16.81
7/10/2017,205.76,302633,4236883,93191251.75,19175.03196,65577.096,4594,10586,18.59
7/11/2017,190.55,291677,4279139,93215219.88,17762.16015,65016.2,4520,10484,18.95
7/12/2017,224.15,283828,4320310,93239157.84,20899.55723,63527.1745,4509,10735,18.95
7/13/2017,205.41,260745,4368629,93262929.41,19157.13833,65108.2642,4512,10676,18.88
7/14/2017,197.14,249381,4400742,93286700.66,18390.54017,62983.6578,4502,10040,19.02
7/15/2017,169.1,231961,4428324,93310853,15778.86524,66076.6514,4603,8747,18.58
7/16/2017,155.42,249138,4460257,93334862.69,14506.10436,67381.9726,4575,9225,18.71
7/17/2017,189.97,248473,4498727,93358380.97,17735.29163,63714.9942,4459,9814,19.17
7/18/2017,227.09,271055,4548962,93382331.28,21206.19361,65488.9339,4551,11286,18.82
7/19/2017,194.41,270122,4584881,93406814.88,18159.21888,67929.301,4637,10282,18.43
7/20/2017,226.33,250065,4626800,93431307.69,21146.30787,69759.1232,4632,9370,18.44
7/21/2017,216.33,232560,4665313,93455149.88,20217.15257,70210.3022,4543,8661,18.85
7/22/2017,230.47,205574,4692029,93479457.22,21544.21051,70344.6082,4649,7992,18.45
7/23/2017,228.32,260490,4728803,93503940.5,21348.8197,72662.8193,4660,9282,18.33
7/24/2017,225.48,263095,4766918,93527999.41,21088.69331,71086.1935,4582,10560,18.62
7/25/2017,203.59,242956,4807986,93552692.06,19046.39258,74060.8637,4686,9766,18.24
7/26/2017,202.88,223010,4842532,93577207.06,18984.94377,73375.4017,4650,8403,18.43
7/27/2017,202.93,225435,4872429,93601559.72,18994.56451,72620.6995,4634,8346,18.45
7/28/2017,191.21,246494,4903853,93626244.88,17902.27428,73591.6983,4647,9258,18.45
7/29/2017,206.14,198773,4930947,93650737.38,19305.163,74151.5719,4683,7452,18.29
7/30/2017,196.78,206624,4974090,93675455.03,18433.45604,75662.6423,4704,7621,18.25
7/31/2017,201.33,250090,5010515,93699513.63,18864.52308,76650.4709,4535,9291,18.87
8/1/2017,225.9,218582,5049868,93720934.09,21171.55901,78324.6735,4087,9503,20.93
8/2/2017,218.12,231068,5088235,93742069.41,20447.02018,76805.5107,4044,9426,21.24
8/3/2017,224.39,236335,5129817,93763035.81,21039.48761,73485.2744,3976,9597,21.55
8/4/2017,220.6,257160,5169164,93784340.81,20688.82558,76294.8801,4040,10507,21.13
8/5/2017,253.09,261400,5207095,93805528.63,23741.24124,75945.2472,4034,10427,21.22
8/6/2017,264.56,265127,5250459,93826794.25,24822.81669,76031.0312,4032,10463,21.29
8/7/2017,269.94,281172,5302339,93848415.81,25333.44136,78413.598,4094,11867,20.92
8/8/2017,296.51,318866,5357059,93870051.13,27833.40886,80067.1003,4093,13278,20.88
8/9/2017,295.28,280308,5409615,93891780.5,27724.36495,80473.311,4113,11373,20.85
8/10/2017,298.28,338241,5469308,93913244.25,28012.44249,79867.4397,4029,13581,21.07
8/11/2017,309.32,356682,5529892,93935146.28,29056.01945,79800.4549,4105,14429,20.79
8/12/2017,308.02,338654,5585573,93957067.22,28940.65584,81155.1032,4113,13642,20.73
8/13/2017,296.62,333011,5647075,93979101.91,27876.08121,82477.7754,4129,12993,20.73
8/14/2017,299.16,410061,5725888,94001140.03,28121.38105,85027.6468,4133,15655,20.61
8/15/2017,286.52,413246,5810917,94023364.41,26939.57437,84680.7779,4132,16403,20.73
8/16/2017,301.38,413624,5866922,94045930.19,28343.56244,85419.7948,4166,17360,20.43
8/17/2017,300.3,428007,5934207,94068463.16,28248.75949,85593.3951,4144,17330,20.61
8/18/2017,292.62,443356,6004737,94090773.63,27532.84218,85743.5067,4136,17335,20.68
8/19/2017,293.02,377418,6067912,94113338,27577.0903,89581.1457,4211,16348,20.29
8/20/2017,298.2,309926,6127189,94135470.5,28071.1973,88118.4535,4156,12825,20.65
8/21/2017,321.85,392880,6186106,94158216.28,30304.82191,89205.8842,4233,15179,20.31
8/22/2017,313.37,364727,6252808,94180738.94,29513.41816,89615.1901,4185,14259,20.38
8/23/2017,317.4,374711,6322823,94203348.94,29900.14295,91496.916,4216,14352,20.38
8/24/2017,325.28,352465,6375451,94225880.66,30649.79446,90336.1265,4184,13796,20.51
8/25/2017,330.06,352621,6425907,94244701.44,31106.40616,89994.9238,3554,15772,24.18
8/26/2017,332.86,306268,6471420,94263267.22,31376.47113,90955.4417,3499,14625,24.58
8/27/2017,347.88,324173,6521068,94281902.69,32798.78831,90454.326,3514,14945,24.43
8/28/2017,347.66,363799,6574380,94300328.16,32784.45209,86753.1361,3446,17757,25
8/29/2017,372.35,394649,6636587,94319408.31,35119.83169,92088.0857,3541,18455,24.22
8/30/2017,383.86,400220,6703644,94338352.22,36212.71988,93823.0467,3531,18827,24.21
8/31/2017,388.33,384421,6771516,94357118.31,36641.69975,90901.5865,3473,17436,24.64
9/1/2017,391.42,390997,6837885,94375947.69,36940.63344,92728.0146,3521,18436,24.43
9/2/2017,351.03,331797,6892287,94394795.81,33135.40517,93720.5494,3541,15334,24.2
9/3/2017,352.45,302525,6941689,94413437.84,33276.01617,95055.9858,3539,13871,24.24
9/4/2017,303.7,442592,7004719,94432358.94,28679.10741,93647.0268,3527,19760,24.33
9/5/2017,317.94,444572,7067974,94451460.19,30029.89725,93755.3541,3559,19704,24.08
9/6/2017,338.92,496376,7136790,94470348.47,32017.8905,92625.4335,3510,22603,24.44
9/7/2017,335.37,448347,7201288,94489481.13,31688.93728,94467.199,3547,21135,24.16
9/8/2017,306.72,463670,7267913,94508748.31,28987.72328,99874.6125,3592,20975,23.86
9/9/2017,303.79,383654,7329084,94527784.09,28716.59553,98008.0751,3561,17147,24.01
9/10/2017,299.21,325128,7379849,94546772.84,28289.3399,97253.2383,3574,14680,24.03
9/11/2017,297.95,365384,7444820,94565618.94,28175.82616,97867.1491,3551,16764,24.12
9/12/2017,294.1,404898,7508515,94584931.44,27817.42834,101026.2362,3603,18037,23.83
9/13/2017,275.84,365679,7563718,94603829.72,26095.52039,96862.5167,3536,16933,24.19
9/14/2017,223.14,380251,7618435,94623119.41,21114.20286,99538.6898,3599,17288,23.71
9/15/2017,259.57,441767,7679736,94642655.81,24566.39417,101654.7838,3616,19312,23.56
9/16/2017,254.49,373764,7729925,94661993.78,24090.5308,100630.004,3609,16698,23.68
9/17/2017,258.4,289517,7772453,94681215.81,24465.62617,102518.68,3630,14350,23.67
9/18/2017,297.53,362764,7822945,94700280.81,28176.17455,100308.5274,3557,17536,23.99
9/19/2017,283,337752,7878304,94719653.78,26805.66202,102499.12,3628,16596,23.53
9/20/2017,283.56,324984,7943832,94738835.81,26864.14428,101517.21,3600,16028,23.74
9/21/2017,257.77,317074,8006858,94758172.22,24425.81405,104042.0377,3645,16104,23.53
9/22/2017,262.94,271470,8042491,94773915.81,24919.85342,104698.4895,3001,16972,28.57
9/23/2017,286.14,260107,8078626,94788921.59,27122.90202,100932.1989,2884,15951,29.78
9/24/2017,282.6,280929,8112522,94804383,26791.71864,102079.6576,2938,17983,29.19
9/25/2017,294.89,306614,8153119,94819257.38,27961.25081,98483.7466,2836,19577,30.16
9/26/2017,288.64,306075,8211953,94834464.25,27373.01976,98888.3825,2890,18527,29.56
9/27/2017,309.97,309047,8269803,94849875.34,29400.61586,100067.2592,2904,18893,29.54
9/28/2017,302.77,329208,8323753,94864873.31,28722.23769,98281.0989,2856,20553,30.02
9/29/2017,292.58,326502,8364828,94879725.81,27759.91018,94268.7683,2829,21540,30.31
9/30/2017,302.77,295798,8406110,94894657.22,28731.25537,92965.1376,2840,21998,30.27
10/1/2017,303.95,283871,8439924,94909789.88,28847.83063,97055.9237,2862,21781,30.09
10/2/2017,296.81,306095,8487975,94924879.09,28174.65336,96955.9662,2842,21143,30.02
10/3/2017,291.81,327906,8537491,94940057.53,27704.45819,96187.6182,2862,20918,29.95
10/4/2017,291.68,307399,8583378,94955375.97,27696.58406,99924.2321,2886,20395,29.47
10/5/2017,294.99,314808,8622252,94970853,28015.45193,103964.8899,2946,20313,29.03
10/6/2017,308.33,319882,8660904,94985877.06,29286.99547,99395.0518,2848,21656,29.97
10/7/2017,311.26,291091,8696647,95000892.22,29569.97771,96306.9606,2848,19657,30.02
10/8/2017,309.49,296829,8738451,95016091.75,29406.53024,99957.7366,2879,19150,29.68
10/9/2017,296.95,328172,8791812,95031300.5,28219.54468,100305.6568,2882,19671,29.72
10/10/2017,298.46,349605,8837358,95046784.88,28367.66341,100346.7409,2915,21438,29.45
10/11/2017,302.86,344305,8880536,95062284.72,28790.56355,103201.435,2915,20045,29.34
10/12/2017,302.89,363411,8930073,95077676.28,28798.07737,100658.819,2899,21137,29.42
10/13/2017,336.83,379136,8982527,95093113.47,32030.21341,104478.2166,2891,21845,29.62
10/14/2017,338.81,332169,9026250,95108431.28,32223.6876,99078.8168,2887,19951,29.74
10/15/2017,336.58,328921,9075349,95124011.44,32016.83977,103434.7686,2925,19011,29.2
10/16/2017,334.23,408297,9135201,95140181,31798.7027,103706.3558,4554,16294,18.78
10/17/2017,316.14,505611,9195945,95160328.25,30083.98617,103140.2309,6050,14412,14.08
10/18/2017,313.54,470449,9250984,95180705.66,29842.95845,104018.5548,6221,13060,13.75
10/19/2017,307.41,494184,9320260,95201131.81,29265.77993,107745.2962,6241,12978,13.71
10/20/2017,303.08,546837,9391327,95221606.81,28859.76459,107296.8232,6237,15254,13.68
10/21/2017,299.55,462902,9450402,95241750.03,28529.66622,109179.8738,6229,11983,13.69
10/22/2017,294.03,435493,9508412,95262134.28,28009.92534,110340.082,6280,10947,13.59
