Date(UTC),eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_blocks,eth_blocksize,eth_blocktime
10/23/2017,285.27,468168,9581597,95282604.69,27181.26864,108188.1292,6254,12828,13.63
10/24/2017,296.5,492288,9668925,95303134.16,28257.37928,111176.9227,6248,13946,13.64
10/25/2017,296.35,460419,9742825,95323352.38,28249.07548,109101.8007,6176,14347,13.78
10/26/2017,295.54,466406,9815741,95343550.53,28177.83292,105391.6618,6157,14417,13.87
10/27/2017,296.36,486147,9877222,95364021.78,28262.0815,107301.2973,6229,14924,13.67
10/28/2017,293.35,484554,9919259,95384467.16,27981.03344,109022.7007,6240,14317,13.69
10/29/2017,304.04,494176,9962016,95404755.97,29006.862,107364.0917,6194,14872,13.78
10/30/2017,306.8,532626,10016332,95424854.56,29276.34538,104689.5115,6072,16448,14.02
10/31/2017,303.64,519906,10090762,95445491,28981.06889,109011.5712,6275,15604,13.58
11/1/2017,289.42,527783,10170977,95465719.34,27629.68849,109939.7975,6142,15758,13.85
11/2/2017,284.92,529277,10265149,95486016.13,27205.87571,105632.0807,6144,15696,13.83
11/3/2017,304.51,485790,10334844,95506325.56,29082.6312,104827.259,6208,15831,13.68
11/4/2017,300.04,398758,10389337,95526513.88,28661.77522,103567.0937,6196,12156,13.78
11/5/2017,296.23,417102,10440241,95547106.34,28303.91931,107894.9432,6299,11640,13.54
11/6/2017,296.82,511663,10503649,95567346.97,28366.29993,105654.5317,6199,13796,13.77
11/7/2017,291.84,470418,10557839,95587760.75,27896.3321,104271.6052,6211,14267,13.72
